country,year,total_energy_twh,per_capita_energy_kwh,renewable_share_pct,fossil_dependency_pct,industrial_energy_pct,household_energy_pct,carbon_emissions_mt,energy_price,renewable_ratio,fossil_ratio,other_sector_pct,pollution_score,green_dominance
Japan,2008,520.46,3453.28,11.15,72.16,37.36,36.1,4250.33,0.39,0.11,0.72,26.54,8.1665,0.15
Japan,2018,4679.09,19928.25,56.37,21.05,26.99,35.14,3984.66,0.32,0.56,0.21,37.87,0.8516,2.67
China,2015,4247.51,44890.52,70.43,60.07,29.59,21,2250.4,0.36,0.70,0.60,49.41,0.5298,1.17
Canada,2021,7815.43,12453.41,14.81,29.43,40.62,16,4961.29,0.16,0.15,0.29,43.38,0.6348,0.52
UK,2024,3613.93,35445.8,14.93,16.63,34.36,34.07,4211.86,0.27,0.15,0.17,31.57,1.1655,0.88
India,2015,9827.23,15467.09,36.12,71.23,39.02,27.91,2439.34,0.29,0.36,0.71,33.07,0.2482,0.51
Canada,2017,1889.62,2723.54,28.28,30.47,25.99,10.95,1583.04,0.08,0.28,0.30,63.06,0.8378,0.93
UK,2022,5950.77,28056.18,21.86,34.18,26.26,34.13,422.71,0.44,0.22,0.34,39.61,0.0710,0.65
Japan,2020,988.02,41825.25,21.89,32.68,35.36,38.71,2350.76,0.26,0.22,0.33,25.93,2.3793,0.67
Germany,2020,7365.25,20768.69,16.11,24.02,35.15,11.26,1832.05,0.45,0.16,0.24,53.59,0.2487,0.67
USA,2010,9948.06,31056.04,56.92,40.42,55.33,18.58,3571.32,0.23,0.57,0.40,26.09,0.3590,1.43
China,2006,8209.47,45051.17,63.49,39.98,21.34,34.58,147.41,0.23,0.63,0.40,44.08,0.0180,1.58
USA,2008,5601.47,39589.88,64.75,38.61,59.71,27.54,4165.67,0.16,0.65,0.39,12.75,0.7437,1.67
Brazil,2003,4898.94,10096.88,50.25,74.14,58.26,39.68,2112.31,0.34,0.50,0.74,2.06,0.4312,0.68
Brazil,2024,8366.8,36802.51,86,33.78,41.69,37.47,2375.18,0.3,0.86,0.34,20.84,0.2839,2.53
Canada,2012,9366.14,25343.7,79.85,12.13,48.75,15.35,954.81,0.46,0.80,0.12,35.90,0.1019,6.67
Japan,2024,9893.14,37425.36,86.4,22.49,57.41,30.22,4690.54,0.24,0.86,0.22,12.37,0.4741,3.91
Japan,2003,4025.74,24978.52,38.05,60.5,30.05,29.6,2022.02,0.34,0.38,0.61,40.35,0.5023,0.62
India,2018,9910.08,6833.93,79.61,51.36,32.63,13.33,4221.49,0.37,0.80,0.51,54.04,0.4260,1.57
India,2001,1643.67,28710.52,69.84,76.62,24.44,12.69,1225.39,0.19,0.70,0.77,62.87,0.7455,0.91
India,2008,2610.14,24860.63,33.9,58.61,42.55,27.08,528.45,0.45,0.34,0.59,30.37,0.2025,0.58
Germany,2011,981.26,26137.13,14.06,23.6,26.38,22.09,3197.02,0.22,0.14,0.24,51.53,3.2581,0.58
Russia,2001,2790.21,44005.67,63.02,18.45,57.23,26.36,4922.86,0.34,0.63,0.18,16.41,1.7643,3.50
Australia,2005,7702.58,44794.43,16.6,46.45,37.26,17.16,3252.36,0.33,0.17,0.46,45.58,0.4222,0.37
Russia,2004,8543.95,22950.09,29.97,56.57,56.79,26.7,3063.13,0.24,0.30,0.57,16.51,0.3585,0.53
USA,2004,7811.04,23058.74,47.53,21.59,28.2,21.5,2239.04,0.13,0.48,0.22,50.30,0.2867,2.18
Russia,2019,6347.55,26001.75,62.79,52.12,47.76,36.63,1454.82,0.32,0.63,0.52,15.61,0.2292,1.21
Germany,2021,5188.27,26219.67,83.73,70.55,45.9,19.18,2182.62,0.22,0.84,0.71,34.92,0.4207,1.18
USA,2004,7116.17,47544.16,55.43,60.93,35.99,36.13,787.34,0.22,0.55,0.61,27.88,0.1106,0.90
Russia,2003,3969.25,32645.32,62.07,56.49,55.93,21.7,1346.44,0.27,0.62,0.56,22.37,0.3392,1.11
Germany,2008,8428.95,14234.12,31.35,65.25,37.39,27.34,2462.56,0.35,0.31,0.65,35.27,0.2922,0.48
Australia,2021,6804.18,26811.07,63.42,17.29,27.94,18.59,766.74,0.38,0.63,0.17,53.47,0.1127,3.71
Russia,2009,7008.27,31547.57,42.21,24.27,59.08,34.27,3968.08,0.24,0.42,0.24,6.65,0.5662,1.75
Germany,2015,5405.77,32168.7,77.84,12.67,37.66,35.31,107.23,0.1,0.78,0.13,27.03,0.0198,6.00
India,2009,8863.77,29470.08,38.36,20.15,28.32,34.27,1641.89,0.41,0.38,0.20,37.41,0.1852,1.90
Japan,2009,2594.95,9297.94,44.8,73.92,34.55,29.2,2607.42,0.35,0.45,0.74,36.25,1.0048,0.61
India,2018,3873.36,2162.86,41.77,25.55,44.54,19.14,4648.29,0.41,0.42,0.26,36.32,1.2001,1.62
Japan,2009,7798.66,17223.23,73.95,56.35,40.48,29.09,2888.59,0.19,0.74,0.56,30.43,0.3704,1.32
China,2005,4978.21,21662.35,86.06,58.41,45.4,38.79,1509.77,0.46,0.86,0.58,15.81,0.3033,1.48
China,2016,8903.22,3559.31,32.82,55.17,46.47,29.45,1793.34,0.17,0.33,0.55,24.08,0.2014,0.60
China,2004,3529.35,40840.88,45.38,48.77,24.94,38.69,1728.84,0.18,0.45,0.49,36.37,0.4898,0.92
Australia,2005,3756.37,17531.83,65,44.03,32.6,19.14,942.83,0.29,0.65,0.44,48.26,0.2510,1.48
India,2023,8898.48,45724.82,81.11,39.39,49.95,35.38,767,0.5,0.81,0.39,14.67,0.0862,2.08
Japan,2014,4697.27,8143.3,46.96,74.18,46.01,31.55,2429.15,0.14,0.47,0.74,22.44,0.5171,0.64
Germany,2024,5209.63,3318.28,14.26,10.67,23.53,34.58,1387.79,0.43,0.14,0.11,41.89,0.2664,1.27
USA,2018,3394.36,24374.65,36.34,13.74,32.61,31.32,504.62,0.05,0.36,0.14,36.07,0.1487,2.57
Germany,2017,2839.03,9861.9,51.78,44.48,57.25,24.41,1121.57,0.16,0.52,0.44,18.34,0.3951,1.18
USA,2003,6593.89,46901.26,40.49,33.14,54.48,30.6,2627.59,0.21,0.40,0.33,14.92,0.3985,1.21
Brazil,2007,1286.42,1010.02,20.86,38.58,46.83,37.96,1321.62,0.34,0.21,0.39,15.21,1.0274,0.54
Germany,2015,8804.8,20924.67,8.14,79.85,22.91,22.53,1226.82,0.1,0.08,0.80,54.56,0.1393,0.10
Russia,2023,7814.11,46374.01,63.43,64.26,44.28,38.55,3122.25,0.11,0.63,0.64,17.17,0.3996,0.98
Russia,2018,1988.41,19528.7,89.38,71.42,20.49,11.48,3462.61,0.12,0.89,0.71,68.03,1.7414,1.25
Canada,2019,6970.8,5108.91,83.13,35.8,46.45,10.43,1244.17,0.35,0.83,0.36,43.12,0.1785,2.31
India,2002,6066.07,15493.3,63.08,26.77,49.25,24.81,2387.1,0.1,0.63,0.27,25.94,0.3935,2.33
USA,2009,1926.9,25151.51,76.53,63.76,39.89,35.46,3834.61,0.23,0.77,0.64,24.65,1.9900,1.20
USA,2001,2804.71,9665.01,26.74,66.53,20.15,17.44,3465.03,0.12,0.27,0.67,62.41,1.2354,0.40
India,2003,4148.97,23594.8,57.91,48.49,46.66,30.8,392.99,0.22,0.58,0.48,22.54,0.0947,1.21
Australia,2005,7022.5,41898.99,10.15,72.72,52.79,26.41,1832.35,0.37,0.10,0.73,20.80,0.2609,0.14
Canada,2010,6423.36,43694.59,65.11,77.71,43.43,18.72,3630.21,0.17,0.65,0.78,37.85,0.5652,0.83
Australia,2013,5369.12,2938.41,87.44,42.97,48.37,18.57,938.22,0.33,0.87,0.43,33.06,0.1747,2.02
Australia,2015,7707.26,8464.72,78.17,25.59,23.61,12.2,1019.84,0.16,0.78,0.26,64.19,0.1323,3.00
Australia,2020,7603.58,14126.86,50.43,46.2,48.61,26.09,3169.35,0.38,0.50,0.46,25.30,0.4168,1.09
India,2018,6216.81,29945.86,72.04,79.27,44.57,23.5,1454.57,0.4,0.72,0.79,31.93,0.2340,0.91
Australia,2001,7891.2,18369.24,85.23,30.5,33.24,18.68,1652.56,0.19,0.85,0.31,48.08,0.2094,2.74
Russia,2024,3409.21,42280.03,23.36,53.23,47.41,39.11,2637.94,0.06,0.23,0.53,13.48,0.7738,0.43
China,2016,8824.37,35975.26,72.43,58.58,45.82,34.55,3765.37,0.11,0.72,0.59,19.63,0.4267,1.22
Brazil,2008,6187.61,5472.57,27.94,24.98,43.98,25.75,2516.53,0.27,0.28,0.25,30.27,0.4067,1.12
USA,2016,8241.4,31415.6,79.54,51.19,27.32,25.65,4472.46,0.22,0.80,0.51,47.03,0.5427,1.57
USA,2014,5508.16,6094.12,13.36,32.02,31.85,15.81,577.87,0.21,0.13,0.32,52.34,0.1049,0.41
Brazil,2006,2262.54,13124.27,20.15,69.79,59.66,29.47,3783.04,0.31,0.20,0.70,10.87,1.6720,0.29
India,2021,5469.86,9304.6,66.25,60.03,37.32,38.61,2741.01,0.12,0.66,0.60,24.07,0.5011,1.10
Germany,2022,3774.01,9066.57,19.86,67.84,22.38,36.95,4092.6,0.26,0.20,0.68,40.67,1.0844,0.29
India,2018,7005.24,31011.58,18.43,23.98,55.96,12.54,1616.2,0.14,0.18,0.24,31.50,0.2307,0.75
USA,2002,4810.36,28398.44,52.21,12.42,26.92,11.59,2436.4,0.49,0.52,0.12,61.49,0.5065,4.33
USA,2000,8377.52,9213.39,75.97,69.54,36.14,38.84,4126.81,0.07,0.76,0.70,25.02,0.4926,1.09
Brazil,2003,6812.92,49513.55,27.82,37.07,31.12,16,4167.32,0.06,0.28,0.37,52.88,0.6117,0.76
Australia,2017,6876.99,21380.92,76.5,22.58,58.56,26.51,1911.15,0.3,0.77,0.23,14.93,0.2779,3.35
India,2007,2249.84,5304.93,73.68,16.43,35.12,12.24,4119.87,0.08,0.74,0.16,52.64,1.8312,4.63
Japan,2018,9844.07,6468.17,54.22,46.16,48.35,35.3,3427.87,0.41,0.54,0.46,16.35,0.3482,1.17
Brazil,2022,8432.58,29402.74,59.96,20.51,43.94,13.54,2076.68,0.42,0.60,0.21,42.52,0.2463,2.86
Russia,2022,7911.15,48963.94,8.44,49.67,21.72,29.31,4850.04,0.24,0.08,0.50,48.97,0.6131,0.16
USA,2024,3369.13,28811.58,36.21,60.91,35.37,11.7,202.93,0.43,0.36,0.61,52.93,0.0602,0.59
Brazil,2005,5402.75,47477.55,27.39,47.45,35.6,14.7,1944.18,0.38,0.27,0.47,49.70,0.3599,0.57
India,2000,1457.32,22484.58,17.75,73.26,59.59,25.36,1569.42,0.11,0.18,0.73,15.05,1.0769,0.25
USA,2007,5430.91,22074.13,38.12,20.89,52.48,11.37,4682.01,0.44,0.38,0.21,36.15,0.8621,1.81
Germany,2000,1544.3,25250.36,35.17,44.58,54.27,15.87,542.29,0.44,0.35,0.45,29.86,0.3512,0.78
Brazil,2018,5575.07,35022.56,66.96,21.42,32.54,14.09,3158.72,0.2,0.67,0.21,53.37,0.5666,3.19
Canada,2010,6522.35,18696.99,55.84,71.31,33.16,11.22,3597.31,0.4,0.56,0.71,55.62,0.5515,0.79
USA,2020,3962.94,43262.36,82.61,75.26,40.62,39.13,961.67,0.45,0.83,0.75,20.25,0.2427,1.11
India,2023,5035.59,1949.43,17.36,38,45.24,23.5,792.24,0.39,0.17,0.38,31.26,0.1573,0.45
China,2024,8768.97,22268.33,10.08,31.4,49.13,35.77,286.77,0.09,0.10,0.31,15.10,0.0327,0.32
Japan,2014,1174.78,25794.1,50.44,29.55,52.83,20.75,836.43,0.09,0.50,0.30,26.42,0.7120,1.67
UK,2022,7938.16,30548.1,5.09,70.18,54.93,11.28,4050.66,0.49,0.05,0.70,33.79,0.5103,0.07
Australia,2024,1790.47,14165.56,71.96,57.77,20.99,30.87,4722.58,0.29,0.72,0.58,48.14,2.6376,1.24
UK,2010,463.41,21660.26,48.01,71.64,51.84,11.16,4512.04,0.34,0.48,0.72,37.00,9.7366,0.67
India,2018,1937.19,24484.62,46.49,18.23,44.43,26.58,1858.26,0.46,0.46,0.18,28.99,0.9593,2.56
Russia,2020,7673.93,34502.04,35.81,43.32,41.28,14.17,3643.08,0.05,0.36,0.43,44.55,0.4747,0.84
Russia,2009,4110.75,38790.44,36.87,57.33,45.14,30.12,4143.87,0.24,0.37,0.57,24.74,1.0081,0.65
China,2023,8737.95,37022.45,41.65,72.8,55.28,36.78,4071.8,0.3,0.42,0.73,7.94,0.4660,0.58
Australia,2011,5294.6,17408.36,6.36,36.74,41.81,38.67,360.29,0.05,0.06,0.37,19.52,0.0680,0.16
Canada,2000,320.28,49972.8,12.1,31.92,26.49,25.83,1113.41,0.33,0.12,0.32,47.68,3.4764,0.38
China,2023,7195.46,42508.93,47.93,73.91,37.47,25.98,4697.78,0.43,0.48,0.74,36.55,0.6529,0.65
UK,2006,1191.31,13371.16,17.76,13.33,56.98,11.15,3712.54,0.07,0.18,0.13,31.87,3.1164,1.38
China,2016,7914.86,10157.74,71.19,43.57,52.58,33.1,4180.04,0.41,0.71,0.44,14.32,0.5281,1.61
UK,2009,1764.22,16044.05,28.33,42.1,28.12,38.69,2594.91,0.49,0.28,0.42,33.19,1.4709,0.67
USA,2005,3519.92,22891.07,13.32,20.22,48.57,23.15,1995.63,0.46,0.13,0.20,28.28,0.5670,0.65
Russia,2016,7636.59,42614.57,24.99,37.65,30.25,33.81,3273.56,0.29,0.25,0.38,35.94,0.4287,0.66
USA,2017,9546.89,39028.93,35.35,60.58,33.94,33.92,2390.64,0.44,0.35,0.61,32.14,0.2504,0.57
Japan,2004,3777.2,42636.68,8,35.68,38.76,33.57,1900.12,0.4,0.08,0.36,27.67,0.5030,0.22
Australia,2017,8311.06,13961.88,17.04,31.68,37.63,32.76,1771.98,0.42,0.17,0.32,29.61,0.2132,0.53
Canada,2016,1988.84,29876.33,32.53,64.73,21.17,16.45,831.64,0.23,0.33,0.65,62.38,0.4182,0.51
UK,2021,8091.08,14520.83,31.39,79.21,50.96,32.54,2670.6,0.26,0.31,0.79,16.50,0.3301,0.39
Canada,2015,6609.19,5896.65,73.03,64.55,53.86,14.33,2623.24,0.16,0.73,0.65,31.81,0.3969,1.12
UK,2007,2008.16,34367.79,76.68,69.24,41.24,31.38,2974.31,0.07,0.77,0.69,27.38,1.4811,1.12
India,2023,3094.79,7578.38,21.44,75.77,26.92,10.11,625.31,0.32,0.21,0.76,62.97,0.2021,0.28
China,2012,1404.53,33551.04,15.53,66.12,29.92,37.56,4578.87,0.19,0.16,0.66,32.52,3.2601,0.24
Japan,2023,3891.37,32574.23,58.9,78.62,25.05,34.82,3723.18,0.28,0.59,0.79,40.13,0.9568,0.75
Russia,2015,2116.12,40607.3,73.39,62.31,26.78,30.49,698.27,0.48,0.73,0.62,42.73,0.3300,1.18
UK,2010,6475.58,7407.95,86.92,56.31,55.06,12.83,442.75,0.08,0.87,0.56,32.11,0.0684,1.55
Canada,2005,9945.6,39282.27,5.58,58.53,39.21,34.75,3232.46,0.44,0.06,0.59,26.04,0.3250,0.10
Japan,2002,218.89,49964.19,40.16,73.01,24.44,36.26,1740.44,0.09,0.40,0.73,39.30,7.9512,0.55
Germany,2000,5455.11,42626.6,67.39,57.81,30.19,30.64,1629.29,0.34,0.67,0.58,39.17,0.2987,1.16
Germany,2017,5779.3,37714.7,75.43,63.28,57.98,39.28,4207.96,0.2,0.75,0.63,2.74,0.7281,1.19
USA,2004,9150.67,33277.19,10.29,25.12,40.37,12.79,1758.46,0.1,0.10,0.25,46.84,0.1922,0.40
Russia,2012,5109.45,21378.18,62.85,73.89,40.63,31.26,3179.3,0.39,0.63,0.74,28.11,0.6222,0.85
India,2009,5482.64,36659.76,29.56,41.3,41.03,25.74,2708.52,0.36,0.30,0.41,33.23,0.4940,0.73
Canada,2004,4769.36,36346.81,11.34,21.27,24.46,14.37,1351.69,0.34,0.11,0.21,61.17,0.2834,0.52
China,2013,2762.15,31759.16,46.57,65.99,58.81,29.75,1691.62,0.48,0.47,0.66,11.44,0.6124,0.71
China,2016,654.69,39915.78,18.44,34.95,23.38,33.99,4718.8,0.06,0.18,0.35,42.63,7.2077,0.51
Canada,2000,4145.71,22713.81,67.65,22.89,48,14.94,1690.3,0.25,0.68,0.23,37.06,0.4077,2.96
Australia,2024,620.66,6502.01,68.01,27.94,22.31,33.8,3930.82,0.3,0.68,0.28,43.89,6.3333,2.43
India,2001,5549.88,28173.85,76.58,12.45,37.74,12.79,4313.31,0.21,0.77,0.12,49.47,0.7772,6.42
Japan,2006,3142.21,13619.65,37.09,16.34,55.99,27.74,401.64,0.35,0.37,0.16,16.27,0.1278,2.31
UK,2009,5382.66,19529.44,6.13,51.48,50.74,33.95,3332.37,0.45,0.06,0.51,15.31,0.6191,0.12
Australia,2019,1429.54,1362.04,27.08,70.64,33.39,14.38,3758.84,0.36,0.27,0.71,52.23,2.6294,0.38
UK,2006,9333.04,19448.13,44.76,41.4,42.05,27.15,2198.41,0.31,0.45,0.41,30.80,0.2356,1.10
UK,2023,8955.76,40535.65,63.99,53.82,26.61,22.75,2868.16,0.38,0.64,0.54,50.64,0.3203,1.19
Australia,2015,1980.97,27364.76,37.47,66.68,58.24,28.22,850.94,0.1,0.37,0.67,13.54,0.4296,0.55
USA,2004,3500.1,985.13,50.56,34.97,48.35,22.73,1626.56,0.33,0.51,0.35,28.92,0.4647,1.46
Germany,2011,6173.58,23757.27,49.56,55.8,34.97,17.53,3552.95,0.23,0.50,0.56,47.50,0.5755,0.89
UK,2016,1047.29,14926.86,19.02,34.53,32.72,17.61,3032.73,0.19,0.19,0.35,49.67,2.8958,0.54
Australia,2015,3610.22,24138.76,57.96,54.99,29.55,35.94,725.11,0.28,0.58,0.55,34.51,0.2008,1.05
Australia,2019,2586.01,20532.29,42.34,25.23,51.46,14.69,4940.84,0.41,0.42,0.25,33.85,1.9106,1.68
Brazil,2015,9163.62,46632.97,73.67,78.45,37.38,13.69,4692.06,0.24,0.74,0.78,48.93,0.5120,0.95
USA,2018,8539.86,2538.28,63.7,15.33,33.21,12.91,1159.38,0.37,0.64,0.15,53.88,0.1358,4.27
Russia,2014,5840.34,34337.61,14.47,45.37,56.21,12.22,4381.85,0.32,0.14,0.45,31.57,0.7503,0.31
Brazil,2011,5251.43,42625.82,46.54,30.04,26.01,10.43,1372.49,0.46,0.47,0.30,63.56,0.2614,1.57
Brazil,2020,9314.19,47982.31,64.71,52.06,30.55,14.81,2840.51,0.25,0.65,0.52,54.64,0.3050,1.25
Canada,2009,9331.04,9292.99,12.4,39.98,33.79,15.78,3921.15,0.42,0.12,0.40,50.43,0.4202,0.30
Germany,2021,9696.37,26799.59,72.36,31.47,30.39,18.09,1753.2,0.43,0.72,0.31,51.52,0.1808,2.32
Australia,2001,1341.25,2657.68,23.87,27.5,43.42,13.72,2797.98,0.26,0.24,0.28,42.86,2.0861,0.86
Germany,2006,1689.52,25209.58,47.76,22.77,44.04,12.82,2279.25,0.27,0.48,0.23,43.14,1.3491,2.09
India,2012,6799.69,6710.18,84.95,64.8,22.19,26.24,3812.98,0.2,0.85,0.65,51.57,0.5608,1.31
Canada,2002,5460.2,41975.89,53.56,25.55,25.78,31.56,2419.44,0.27,0.54,0.26,42.66,0.4431,2.08
Russia,2014,282.81,6136.57,41.04,64.15,27.94,28.91,2856.21,0.16,0.41,0.64,43.15,10.0994,0.64
Germany,2000,713.55,25907.77,5.58,43.95,22.81,26.7,4235.51,0.44,0.06,0.44,50.49,5.9358,0.14
China,2002,8892,26294.26,16.34,15.06,24.99,23.22,3508.3,0.16,0.16,0.15,51.79,0.3945,1.07
UK,2024,8701.82,48596.7,54.19,21.58,29.59,29.02,2661.14,0.17,0.54,0.22,41.39,0.3058,2.45
India,2009,3636.98,32921.54,46.98,72.5,33.82,37.06,2333.39,0.45,0.47,0.73,29.12,0.6416,0.64
USA,2014,8921.4,14748.09,35.93,52.2,51.65,28.82,677.49,0.29,0.36,0.52,19.53,0.0759,0.69
Russia,2021,5977.38,12419.57,83.47,22.9,28.72,11.83,329.01,0.1,0.83,0.23,59.45,0.0550,3.61
India,2005,8078.47,6848.29,33.26,59.26,46.8,27.11,4766.24,0.21,0.33,0.59,26.09,0.5900,0.56
UK,2019,4331.57,37947.48,50.66,67.63,22.32,25.73,973.31,0.37,0.51,0.68,51.95,0.2247,0.75
Canada,2014,1222.64,34692.45,53.34,33.15,46.33,23.56,1420.51,0.23,0.53,0.33,30.11,1.1618,1.61
UK,2023,4393.9,30688.92,49.83,48.96,51.79,27.06,3074.2,0.24,0.50,0.49,21.15,0.6997,1.02
Brazil,2020,4627.27,2521.6,45.59,30.54,44.19,30.18,4148.23,0.27,0.46,0.31,25.63,0.8965,1.48
UK,2006,5554.35,38260.03,33.65,15.6,28.06,11.12,4174.05,0.15,0.34,0.16,60.82,0.7515,2.13
Brazil,2024,1145.27,32273.44,82.24,37.97,33.22,24.41,4156.75,0.24,0.82,0.38,42.37,3.6295,2.16
Canada,2020,9914.88,48212.5,43.32,62.6,52.21,34.52,4891.54,0.15,0.43,0.63,13.27,0.4934,0.68
Japan,2004,2516.95,29566.51,49.92,42.11,37.28,25.92,325.73,0.21,0.50,0.42,36.80,0.1294,1.19
Brazil,2003,2065.67,15545.62,60.8,38.37,30.21,12.04,2029.25,0.29,0.61,0.38,57.75,0.9824,1.61
USA,2021,5315.35,19385.27,10.75,35.62,57.31,33.25,4572.26,0.36,0.11,0.36,9.44,0.8602,0.31
UK,2017,5418.36,9204.11,71.41,42.12,45.49,38.24,2363.32,0.34,0.71,0.42,16.27,0.4362,1.69
UK,2002,4454.23,36284.25,48.56,32.28,52.23,35.56,4362.92,0.31,0.49,0.32,12.21,0.9795,1.53
USA,2016,7741.73,35532.22,60.86,52.85,20.98,20.88,137.4,0.32,0.61,0.53,58.14,0.0177,1.15
China,2017,5214.88,10432.18,70.62,14.45,33.57,26.04,2546.62,0.28,0.71,0.14,40.39,0.4883,5.07
Australia,2017,6135.99,8345.22,79.3,66.52,38.36,27.74,4616.14,0.33,0.79,0.67,33.90,0.7523,1.18
Japan,2023,7265.09,4311.74,38.34,22.12,43.5,31.47,1343.35,0.22,0.38,0.22,25.03,0.1849,1.73
Russia,2023,347.75,45642.8,73.97,54.34,27.6,29.98,4651.81,0.45,0.74,0.54,42.42,13.3769,1.37
Brazil,2001,5749.38,12036.96,27,41.49,39.92,15.97,91.96,0.32,0.27,0.41,44.11,0.0160,0.66
USA,2012,8853.53,17536.09,61.13,64.14,47.43,35.29,440.69,0.47,0.61,0.64,17.28,0.0498,0.95
Canada,2021,272.15,14384.97,13.73,67.83,33.84,35.48,2410.28,0.23,0.14,0.68,30.68,8.8564,0.21
Brazil,2014,4111.3,20974.42,6.7,24.29,47.66,22.13,576.58,0.23,0.07,0.24,30.21,0.1402,0.29
Australia,2004,9269.65,35845.42,13.14,57.4,35.59,13.93,1166.71,0.48,0.13,0.57,50.48,0.1259,0.23
Canada,2002,3596.23,43594.48,32.15,23.29,38.78,28.26,1522.75,0.38,0.32,0.23,32.96,0.4234,1.39
India,2004,4641.42,9538.64,7.64,18.68,25.37,20.72,2433.41,0.28,0.08,0.19,53.91,0.5243,0.42
UK,2004,9817.26,34477.41,58.59,75.12,46.05,32.24,1983.04,0.37,0.59,0.75,21.71,0.2020,0.79
India,2004,2073.31,17951.83,31.91,21.51,28.97,19.47,4614.63,0.23,0.32,0.22,51.56,2.2257,1.45
Brazil,2002,746.03,49036.09,67.59,25.97,53.15,17.89,4435.77,0.39,0.68,0.26,28.96,5.9458,2.62
Australia,2002,8608.28,15296.5,8.9,19.12,42.14,36.03,3752.95,0.14,0.09,0.19,21.83,0.4360,0.47
Japan,2019,8697.81,856.05,23.42,42.92,42.41,28.47,3313.58,0.48,0.23,0.43,29.12,0.3810,0.53
Brazil,2022,4773.57,26024.18,39.68,74.37,56.5,12.58,1061.49,0.26,0.40,0.74,30.92,0.2224,0.54
USA,2017,5190.65,7961.19,37.53,28.48,26.7,30.68,3029.04,0.09,0.38,0.28,42.62,0.5836,1.36
Germany,2019,8374.48,2702.47,16.13,47.93,41.21,32.58,777.96,0.43,0.16,0.48,26.21,0.0929,0.33
Brazil,2003,7411.74,35064.33,89.5,38.8,35.29,17.06,2290.96,0.45,0.90,0.39,47.65,0.3091,2.31
UK,2000,2724.98,36746.83,29.18,33.52,58.65,39.03,2334.54,0.38,0.29,0.34,2.32,0.8567,0.85
UK,2015,267.24,23304.6,66.29,50.05,51.71,21.19,3464.06,0.33,0.66,0.50,27.10,12.9624,1.32
Brazil,2007,4849.03,34005.83,23.7,49.12,50.3,38.22,4183.88,0.47,0.24,0.49,11.48,0.8628,0.49
Canada,2016,8603.23,27142.85,79.62,35.16,28.16,18.81,1636.49,0.33,0.80,0.35,53.03,0.1902,2.29
Germany,2007,8968.76,31675.15,37.96,69.54,29.49,28.28,253.85,0.41,0.38,0.70,42.23,0.0283,0.54
USA,2006,9566.64,30036.85,81.58,13.72,21.17,25.53,282.5,0.26,0.82,0.14,53.30,0.0295,5.86
Brazil,2024,8807.68,33458.23,34.06,15.97,45.54,39.76,4380.38,0.38,0.34,0.16,14.70,0.4973,2.13
Canada,2007,5842.43,10381.72,5.73,79.35,34.83,22.25,2457.31,0.5,0.06,0.79,42.92,0.4206,0.08
UK,2020,4501.6,13800.98,48.95,62.34,32.48,15.38,1277.66,0.22,0.49,0.62,52.14,0.2838,0.79
UK,2023,7771.01,22278.18,49.61,66.28,45.48,35,209.82,0.37,0.50,0.66,19.52,0.0270,0.76
Australia,2011,7424.23,22583.34,15.19,52.19,53.15,11.26,2667.38,0.12,0.15,0.52,35.59,0.3593,0.29
Brazil,2015,5427.62,38833.38,24.97,39.39,25.32,36.55,728.62,0.34,0.25,0.39,38.13,0.1342,0.64
Germany,2011,964.54,18685.99,71.6,54.05,56.75,13.32,2114.29,0.2,0.72,0.54,29.93,2.1920,1.33
China,2018,9268.21,8544.01,8.12,16.48,21.37,27.16,2604.58,0.44,0.08,0.16,51.47,0.2810,0.50
Germany,2009,4610.47,12947.57,46.61,63.04,23.8,31.4,1184.54,0.21,0.47,0.63,44.80,0.2569,0.75
UK,2006,3697,11129.31,50.08,47.85,53.53,20.09,1034.24,0.25,0.50,0.48,26.38,0.2798,1.04
UK,2011,6332.72,36717.17,63.54,76.97,39.71,35.34,148.05,0.49,0.64,0.77,24.95,0.0234,0.83
India,2019,6771,23781.81,8.18,54.62,57.57,27.81,2948.33,0.15,0.08,0.55,14.62,0.4354,0.15
UK,2004,2185.81,35577.22,54.78,20.62,38.47,21.85,1042.18,0.3,0.55,0.21,39.68,0.4768,2.62
USA,2015,8385.69,21102.87,5.26,43.43,57.04,19.76,4397.23,0.44,0.05,0.43,23.20,0.5244,0.12
Russia,2008,2970.38,44541.91,27.54,14.05,29.59,13.36,3038.69,0.19,0.28,0.14,57.05,1.0230,2.00
Brazil,2006,1948.17,49184.26,47.47,62.18,44.66,29.21,2804.25,0.06,0.47,0.62,26.13,1.4394,0.76
Germany,2019,4123.36,33657.2,82.46,45.13,59.78,20.92,2548.19,0.45,0.82,0.45,19.30,0.6180,1.82
Russia,2021,7332.54,43258.72,15.76,35.88,35.04,19.62,1115.78,0.33,0.16,0.36,45.34,0.1522,0.44
Canada,2013,9658.04,25642.7,19.39,77.8,20.06,38.5,4848.58,0.15,0.19,0.78,41.44,0.5020,0.24
China,2010,8111.88,46763.73,61.89,75.84,22.56,18.18,4836.87,0.17,0.62,0.76,59.26,0.5963,0.82
USA,2006,9409.45,41663.53,36.86,76.7,54.36,36.3,1640.3,0.41,0.37,0.77,9.34,0.1743,0.48
Germany,2009,1492,49593.04,57.99,25.47,39.68,39.25,3892.27,0.34,0.58,0.25,21.07,2.6088,2.32
